time,Campus Ave & Library Rd to Campus Ave & P2,Campus Ave & Library Rd to Library Rd & P1,Campus Ave & P2 to Campus Ave & University Dr,Campus Ave & P6 to Campus Ave & Library Rd,Campus Ave & P6 to Roundabout,Campus Ave & University Dr to Library Rd & University Dr,Campus Ave & University Dr to Raven Rd & University Dr,Library Rd & P1 to Campus Ave & Library Rd,Library Rd & P1 to Library Rd & University Dr,Library Rd & University Dr to Colonel By Dr & University Dr,P3 & Raven Rd to Raven Rd & University Dr,P4 & University Dr to Raven Rd & University Dr,P4 & University Dr to Stadium Way & University Dr,P5 & Stadium Way to Bronson Ave & Stadium Way,P5 & Stadium Way to Stadium Way & University Dr,Raven Rd & University Dr to Campus Ave & University Dr,Raven Rd & University Dr to P4 & University Dr,Roundabout to Bronson Ave & University Dr,Stadium Way & University Dr to P5 & Stadium Way,Stadium Way & University Dr to Roundabout
0.0,0.0,0.0,0.6019582602611896,0.0,1.084322964739152,0.0,0.0,0.0,0.48951758983626187,0.0,0.539268941285704,0.0,0.45726619019965503,0.0,1.7053473821206646,0.0,0.0,0.7077577396516082,0.0,0.0
1.0,0.0,0.0,0.6019582602611896,0.0,1.084322964739152,0.0,0.0,0.0,0.48951758983626187,0.0,0.539268941285704,0.0,0.45726619019965503,0.0,1.7053473821206646,0.0,0.0,0.7077577396516082,0.0,0.0
2.0,0.0,0.0,0.6019582602611896,0.0,1.084322964739152,0.0,0.0,0.0,0.48951758983626187,0.0,0.539268941285704,0.0,0.45726619019965503,0.0,1.7053473821206646,0.0,0.0,0.7077577396516082,0.0,0.0
3.0,0.0,0.0,0.6019582602611896,0.0,1.084322964739152,0.0,0.0,0.0,0.48951758983626187,0.0,0.539268941285704,0.0,0.45726619019965503,0.0,1.7053473821206646,0.0,0.0,0.7077577396516082,0.0,0.0
4.0,0.0,0.0,0.6019582602611896,0.0,1.084322964739152,0.0,0.0,0.0,0.48951758983626187,0.0,0.539268941285704,0.0,0.45726619019965503,0.0,1.7053473821206646,0.0,0.0,0.7077577396516082,0.0,0.0
5.0,0.0,0.0,1.2039165205223792,0.28802175308320527,1.084322964739152,0.0,0.0,0.1428869669373102,0.48951758983626187,0.0,1.078537882571408,0.0,0.9145323803993101,0.0,3.4106947642413292,0.0,0.0,1.4155154793032163,0.0,0.0
6.0,0.0,0.0,1.2039165205223792,0.28802175308320527,1.084322964739152,0.0,0.0,0.1428869669373102,0.48951758983626187,0.0,1.078537882571408,0.0,0.9145323803993101,0.0,1.7053473821206646,0.0,0.0,1.4155154793032163,0.0,0.6538442871990502
7.0,0.0,0.0,1.2039165205223792,0.28802175308320527,1.084322964739152,0.0,0.0,0.1428869669373102,0.48951758983626187,0.0,1.078537882571408,0.0,0.9145323803993101,0.0,1.7053473821206646,0.0,0.0,1.4155154793032163,0.0,0.6538442871990502
8.0,0.0,0.0,1.2039165205223792,0.28802175308320527,1.084322964739152,0.0,0.0,0.1428869669373102,0.48951758983626187,0.0,1.078537882571408,0.0,0.9145323803993101,0.0,1.7053473821206646,0.0,0.0,1.4155154793032163,0.0,0.6538442871990502
9.0,0.0,0.0,1.2039165205223792,0.28802175308320527,0.0,0.0,0.0,0.1428869669373102,0.48951758983626187,0.0,1.078537882571408,0.0,0.9145323803993101,0.0,1.7053473821206646,0.0,0.0,2.1232732189548247,0.0,0.6538442871990502
10.0,0.0,0.0,1.8058747807835687,0.28802175308320527,1.084322964739152,0.0,0.0,0.2857739338746204,0.48951758983626187,0.0,1.6178068238571122,0.0,1.3717985705989653,0.0,3.4106947642413292,0.0,0.0,2.8310309586064326,0.0,0.6538442871990502
11.0,0.0,0.0,1.8058747807835687,0.28802175308320527,1.084322964739152,0.0,0.0,0.2857739338746204,0.48951758983626187,0.0,1.6178068238571122,0.0,1.3717985705989653,0.0,1.7053473821206646,0.0,0.0,2.8310309586064326,0.0,1.3076885743981004
12.0,0.0,0.0,1.8058747807835687,0.28802175308320527,1.084322964739152,0.0,0.0,0.2857739338746204,0.48951758983626187,0.0,1.6178068238571122,0.0,1.3717985705989653,0.0,1.7053473821206646,0.0,0.0,2.8310309586064326,0.0,1.3076885743981004
