time,Campus Ave & Library Rd to Campus Ave & P2,Campus Ave & Library Rd to Library Rd & P1,Campus Ave & P2 to Campus Ave & University Dr,Campus Ave & P6 to Campus Ave & Library Rd,Campus Ave & P6 to Roundabout,Campus Ave & University Dr to Library Rd & University Dr,Campus Ave & University Dr to Raven Rd & University Dr,Library Rd & P1 to Campus Ave & Library Rd,Library Rd & P1 to Library Rd & University Dr,Library Rd & University Dr to Colonel By Dr & University Dr,P3 & Raven Rd to Raven Rd & University Dr,P4 & University Dr to Raven Rd & University Dr,P4 & University Dr to Stadium Way & University Dr,P5 & Stadium Way to Bronson Ave & Stadium Way,P5 & Stadium Way to Stadium Way & University Dr,Raven Rd & University Dr to Campus Ave & University Dr,Raven Rd & University Dr to P4 & University Dr,Roundabout to Bronson Ave & University Dr,Stadium Way & University Dr to P5 & Stadium Way,Stadium Way & University Dr to Roundabout
4583.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,2.9104777148277132,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.4679005277928745,4.2465464379099,0.0,0.6538442872029947
4584.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,2.9104777148277132,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4585.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,2.9104777148277132,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4586.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,0.0,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4587.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,0.0,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4588.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,0.0,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4589.0,0.0,0.0,0.0,0.0,0.0,3.8694871716390047,0.0,0.0,0.0,0.0,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4590.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.0,0.0,0.0,2.9104777148277132,3.2356136477142243,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4591.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,2.9104777148277132,3.2356136477142243,0.0,0.9145323803954553,0.0,0.0,2.2576168634567075,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4592.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,2.9104777148277132,2.6963447064285204,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,2.961480633351449,4.2465464379099,0.0,0.6538442872029947
4593.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,2.9104777148277132,2.6963447064285204,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.4679005277928745,4.2465464379099,0.0,0.6538442872029947
4594.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,0.0,2.6963447064285204,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.4679005277928745,4.2465464379099,0.0,0.6538442872029947
4595.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,0.0,3.2356136477142243,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.4679005277928745,5.6620619172132,0.0,0.0
4596.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,0.0,2.6963447064285204,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.961480633351449,5.6620619172132,0.0,0.0
4597.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,0.0,2.6963447064285204,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.961480633351449,5.6620619172132,0.0,0.0
4598.0,0.0,0.0,0.0,0.0,0.0,3.6760128130570546,0.32251669477952966,0.0,0.0,0.0,2.6963447064285204,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,2.961480633351449,4.95430417756155,0.0,0.0
4599.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,2.9104777148277132,2.157075765142816,0.0,1.371798570593183,0.0,0.0,2.5801335582362372,3.455060738910024,4.95430417756155,0.0,0.0
4600.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,2.9104777148277132,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,5.6620619172132,1.705347382093907,0.0
4601.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,2.9104777148277132,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,5.6620619172132,1.705347382093907,0.0
4602.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,2.9104777148277132,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,5.6620619172132,1.705347382093907,0.0
4603.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,0.0,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,4.95430417756155,1.705347382093907,0.0
4604.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,0.0,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,4.95430417756155,1.705347382093907,0.0
4605.0,0.0,0.0,0.0,0.0,0.0,3.482538454475104,0.32251669477952966,0.0,0.0,0.0,2.157075765142816,0.0,0.9145323803954553,0.0,0.0,2.5801335582362372,3.455060738910024,5.6620619172132,1.705347382093907,0.0
